created_at,tweet_txt,sentiment_analysis 
2019-04-20 10:27:27,"b'RT @NewIndianXpress: PM #NarendraModi has promised traders Rs 50-lakh loan without any collateral, credit card facility and a pension schem\xe2\x80\xa6'",Nuetral
2019-04-20 10:25:30,"b""EC BANS WEB-SERIES ON PM NARENDRA MODI 'The Journey of a Common Man' !\n#LokSabhaElections2019 @LoksabhaPoll\xe2\x80\xa6 https://t.co/ltKeWg7Uh2""",Negative
2019-04-20 10:25:03,"b'Modi should be installed as PM to give befitting reply to terrorism, Pakistan: Shah \n#NarendraModi #Pakistan #India\xe2\x80\xa6 https://t.co/o78nrsxqNE'",Nuetral
2019-04-20 10:24:14,"b'RT @apnnewsindia: PM #NarendraModi says NDA govt will take strong steps to stop infiltration across India- Bangladesh border, if voted to p\xe2\x80\xa6'",Positive
2019-04-20 10:23:51,"b'How low does #NarendraModi have to go before the bhakts realise that he is a devil incarnate, undeserving of any re\xe2\x80\xa6 https://t.co/3y4tQmw1lH'",Nuetral
2019-04-20 10:22:01,b'This time Cross #four #hundred (400)\nOnce again #modi #government.\n\n#NAMO #AGAIN...\n#NarendraModi ji',Nuetral
2019-04-20 10:17:24,"b""RT @AMC4EVER: What is #AmitShah's master-plan for #NarendraModi victory in #Varanasi ? #India #BJP #Modi #JaiHind https://t.co/WFI6cZa9js\nh\xe2\x80\xa6""",Nuetral
2019-04-20 10:17:20,b'RT @AMC4EVER: #Russia honours PM #NarendraModi with highest State Honour - #India #BJP #Modi #JaiHind https://t.co/YqXkWN2IdT https://t.co/\xe2\x80\xa6',Nuetral
2019-04-20 10:16:23,b'RT @the_hindu: Just in | Producers of a web series of Prime Minister #NarendraModi asked by the Election Commission to stop streaming the c\xe2\x80\xa6',Nuetral
2019-04-20 10:15:58,b'RT @the_hindu: Just in | Producers of a web series of Prime Minister #NarendraModi asked by the Election Commission to stop streaming the c\xe2\x80\xa6',Nuetral
2019-04-20 10:15:28,b'Reason why Modi will win the upcoming Lok Sabha election\n#IndiaWantsModiAgain #ModiOnceMore #ModiAgainSaysIndia\xe2\x80\xa6 https://t.co/gypjQmfe3G',Positive
2019-04-20 10:15:12,b'RT @ishakonnects: Honoured to visit the Goa BJP head office in Panjim. \n\n#IshaKoppikar #BJPIndia #NarendraModi #goabjp #goa #goatourism htt\xe2\x80\xa6',Nuetral
2019-04-20 10:15:04,b'RT @the_hindu: Just in | Producers of a web series of Prime Minister #NarendraModi asked by the Election Commission to stop streaming the c\xe2\x80\xa6',Nuetral
2019-04-20 10:13:48,b'Just in | Producers of a web series of Prime Minister #NarendraModi asked by the Election Commission to stop stream\xe2\x80\xa6 https://t.co/iQR9xMCNsG',Nuetral
2019-04-20 10:13:40,b'RT @mbraichura: Instagram account of Congress is secular a lot.\nWill janoudhari @RahulGandhi apologize for this ??? @INCIndia shame on u\nAb\xe2\x80\xa6',Nuetral
2019-04-20 10:13:26,b'https://t.co/FktNfHeW01\n\nWatch Now !! \xe2\x98\x9d\xf0\x9f\x8f\xbd\n\nLike | Share | Subscribe\n\n#ModiJiPeecheDekho #NarendraModi\xe2\x80\xa6 https://t.co/EOzCTxW17L',Nuetral
2019-04-20 10:12:53,b'Instagram account of Congress is secular a lot.\nWill janoudhari @RahulGandhi apologize for this ??? @INCIndia shame\xe2\x80\xa6 https://t.co/5sKIp935oF',Nuetral
2019-04-20 10:12:24,b'What action #ElectionCommissionOfIndia  #NarendraModi you  going to take as hindus in West Bengal being stopped by\xe2\x80\xa6 https://t.co/LHFUCJ1u8R',Positive
2019-04-20 10:09:29,b'RT @NH_India: #NarendraModi too had accused #HemantKarkare of unprofessional conduct and now by justifying the candidature of the terror ac\xe2\x80\xa6',Nuetral
2019-04-20 10:07:05,"b'RT @apnnewsindia: PM #NarendraModi says NDA govt will take strong steps to stop infiltration across India- Bangladesh border, if voted to p\xe2\x80\xa6'",Positive
2019-04-20 10:05:23,b'RT @NH_India: #NarendraModi too had accused #HemantKarkare of unprofessional conduct and now by justifying the candidature of the terror ac\xe2\x80\xa6',Nuetral
2019-04-20 10:02:09,"b""RT @bachikarharish: Famous for commondo training now it will be known to the whole world that's belgaum for u all *PROUD TO BE A BELGAVKAR*\xe2\x80\xa6""",Positive
2019-04-20 10:01:52,b'Congress falsely labeled the rich #Hinduism #Hindu #HindusBlockedInBengal  Hindu civilization as \xe2\x80\x9cterrorist: PM\xe2\x80\xa6 https://t.co/4vtdNGzYe2',Negative
2019-04-20 10:00:32,b'RT @NH_India: #NarendraModi too had accused #HemantKarkare of unprofessional conduct and now by justifying the candidature of the terror ac\xe2\x80\xa6',Nuetral
2019-04-20 09:59:54,b'RT @NH_India: #NarendraModi too had accused #HemantKarkare of unprofessional conduct and now by justifying the candidature of the terror ac\xe2\x80\xa6',Nuetral
2019-04-20 09:59:15,"b'@narendramodi said the @BJP4India will win the #LokSabhaElections2019 with full majority, and with more votes and s\xe2\x80\xa6 https://t.co/iOc9BrFhOD'",Positive
2019-04-20 09:56:52,b'#NarendraModi too had accused #HemantKarkare of unprofessional conduct and now by justifying the candidature of the\xe2\x80\xa6 https://t.co/wXtUm8MfTj',Nuetral
2019-04-20 09:54:58,"b'PM anti-national, sold interest of nation, alleges Sidhu\n#NavjotSinghSidhu #RahulGandhi #NarendraModi\xe2\x80\xa6 https://t.co/4v0XdK3qkU'",Nuetral
2019-04-20 09:53:51,b'@BSEIndia wants to take legal steps against @kunalkamra88\nBad timing for sense of humor!\n#newzpole #NarendraModi\xe2\x80\xa6 https://t.co/mSAiVwMk03',Negative
2019-04-20 09:52:27,b'#LokSabhaElections: Minister #ZameerAhmed slams #Haveri #BJP MP #ShivakumarUdasi for seeking votes in the name of P\xe2\x80\xa6 https://t.co/EwEWmWVoRm',Nuetral
2019-04-20 09:51:45,b'This is how modi govt change the way of governance in india #BJP4India #NarendraModi #Chowkidar\xe2\x80\xa6 https://t.co/l6Yj2eS87U',Nuetral
2019-04-20 09:50:14,b'GST website CRACK #GST #GSTCouncilMeeting #FinanceMinister #arunjaitley #NarendraModi #CBIC NO SOLUTION AFTER 21 MO\xe2\x80\xa6 https://t.co/Hgb1UYFb7j',Nuetral
2019-04-20 09:48:46,"b'RT @dimpymoran: Hats off to all those people who has tried to belittle the achievements of #NarendraModi \n\nBut no matter how hard they try,\xe2\x80\xa6'",Negative
2019-04-20 09:47:10,b'#Bihar is expecting \xe2\x80\x9clies and jumlas\xe2\x80\x9d in Prime Minister #NarendraModi\xe2\x80\x99s election rally in Araria Lok Sabha constitu\xe2\x80\xa6 https://t.co/E9bSTr8RRk',Nuetral
2019-04-20 09:45:43,"b'PM #NarendraModi says NDA govt will take strong steps to stop infiltration across India- Bangladesh border, if vote\xe2\x80\xa6 https://t.co/McAQIyLQe3'",Positive
2019-04-20 09:45:25,b'#ImranKhan backing #PrimeMinister #NarendraModi for second term has left Bhakts confused\n\n#BhaktCharitra https://t.co/JuWB4pzX52',Negative
2019-04-20 09:43:39,b'RT @NehaShalini2: Neha Shalini dua president Neha foundation taking workshop good touch &amp;bad touch at slumShankar garden under #newindia ca\xe2\x80\xa6',Positive
2019-04-20 09:43:06,b'Personality cult is anti-democratic\n#Personality #cult #antidemocratic #NarendraModi #Election #PMModi #polluted\xe2\x80\xa6 https://t.co/PpW3RHyTQN',Nuetral
2019-04-20 09:42:02,b'RT @RemovArticle370: BREAKING: Yasin Malik led Jammu Kashmir Liberation Front (JKLF) banned by Modi Government under the anti-terror law. A\xe2\x80\xa6',Nuetral
2019-04-20 09:41:59,b'RT @RemovArticle370: We Must Watch the Patience &amp; Planning of #NarendraModi\n-He Took One Action at a time.\n-Removed security of Separatists\xe2\x80\xa6',Positive
2019-04-20 09:41:42,b'47 hour long train 12641 Thirukkural express. Stops more than 6 hours apart &amp; no pantry / drinking water supply in\xe2\x80\xa6 https://t.co/X01JCGclU6',Positive
2019-04-20 09:41:23,b'RT @Hitharth: After 52 hours in an entire month it came to this.\nASPIRE.PERSPIRE.INSPIRE.\n#NarendraModi #namo #sketches #pencils #charcoal\xe2\x80\xa6',Nuetral
2019-04-20 09:40:05,"b'RT @NH_India: During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmatazz events,\xe2\x80\xa6'",Nuetral
2019-04-20 09:37:24,b'RT @RemovArticle370: #IsBaarPhirModi Because\n\n\xe2\x97\x8fI trust #NarendraModi will Remove Article 370 and 35A.\n\n\xe2\x97\x8fHe will destroy all the Terrorism r\xe2\x80\xa6',Negative
2019-04-20 09:32:36,b'Save jetairways \nSave 22000 employees \n#sureshprabhu\n#PMO\n#NarendraModi https://t.co/jFqs6Y52jW',Nuetral
2019-04-20 09:31:08,"b""@arjunk26 Boycott movie 'India's Most Wanted'. Hindus please boycott all such movies. This movie is linking Holly G\xe2\x80\xa6 https://t.co/iO9OhWkm30""",Positive
2019-04-20 09:28:47,"b'RT @mahisin98955364: #NarendraModi #piyushgoyal #RRBAllahabad #RRBBHOPAL #RRBAhmedabad #rrbmumbai \nSir, There is one QUESTION from 23 janua\xe2\x80\xa6'",Nuetral
2019-04-20 09:27:57,"b'RT @NewIndianXpress: PM #NarendraModi has promised traders Rs 50-lakh loan without any collateral, credit card facility and a pension schem\xe2\x80\xa6'",Nuetral
2019-04-20 09:27:22,b'RT @TejasKMistry: Dont Just Concentrate on #Election2019 also think about honest taxpayers who want to file their returns #GST #GSTR3B #aru\xe2\x80\xa6',Positive
2019-04-20 09:25:42,b'RT @AnkitBhanderi2: I think government not understand our problems we need to go on strike for not filing gst return #arunjaitley #Narendra\xe2\x80\xa6',Nuetral
2019-04-20 09:24:29,b'Neha Shalini dua president Neha foundation taking workshop good touch &amp;bad touch at slumShankar garden under\xe2\x80\xa6 https://t.co/XVhS9oNHLI',Positive
2019-04-20 09:22:49,b'RT @Oneindia: Congress focused more on branding Hindus as terrorists than punishing Pakistan: Modi https://t.co/DEmB3KGn3n #narendramodi #c\xe2\x80\xa6',Positive
2019-04-20 09:22:21,b'Congress focused more on branding Hindus as terrorists than punishing Pakistan: Modi https://t.co/DEmB3KGn3n\xe2\x80\xa6 https://t.co/3ofe1jbHlY',Positive
2019-04-20 09:21:36,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-20 09:18:34,b'#NarendraModi #gstcouncil #finance #PiyushGoyal kindly look in to the matter and extend the date to file GSTR-3B https://t.co/qeNcS2pPZl',Positive
2019-04-20 09:18:05,b'RT @TejasKMistry: Dont Just Concentrate on #Election2019 also think about honest taxpayers who want to file their returns #GST #GSTR3B #aru\xe2\x80\xa6',Positive
2019-04-20 09:18:00,b'#NarendraModi suffering from haratanka (phobia of losing the elections): #MamataBanerjee at Nadia rally.\xe2\x80\xa6 https://t.co/DvGf0pgft7',Nuetral
2019-04-20 09:16:53,b'#NarendraModi  is seeking votes in #WestBengal by dividing people on communal lines: CM #MamataBanerjee at Nadia ra\xe2\x80\xa6 https://t.co/iFNifvCjXK',Nuetral
2019-04-20 09:15:05,b'I think government not understand our problems we need to go on strike for not filing gst return #arunjaitley\xe2\x80\xa6 https://t.co/JIqY5ffPnU',Nuetral
2019-04-20 09:14:48,b'RT @FinancialXpress: Prime Minister #NarendraModi said the recent Income Tax raids on certain politicians were not part of \xe2\x80\x9cpolitical vende\xe2\x80\xa6',Positive
2019-04-20 09:13:45,"b'RT @NewIndianXpress: PM #NarendraModi has promised traders Rs 50-lakh loan without any collateral, credit card facility and a pension schem\xe2\x80\xa6'",Nuetral
2019-04-20 09:12:32,b'Bengal Didi loses her sleep after two-phase polls: Narendra Modi\n#BengalDidi\n#Losessleep\n#NarendraModi https://t.co/tvCLrdIOtA',Negative
2019-04-20 09:11:12,b'RT @TejasKMistry: Dont Just Concentrate on #Election2019 also think about honest taxpayers who want to file their returns #GST #GSTR3B #aru\xe2\x80\xa6',Positive
2019-04-20 09:09:59,b'Dont Just Concentrate on #Election2019 also think about honest taxpayers who want to file their returns #GST\xe2\x80\xa6 https://t.co/goMJyH92Zp',Positive
2019-04-20 09:06:34,"b'RT @umesh_jariwala: After 21 months of gst implementation, the GSTN portal is not working at all on the last day of filling of gstr 3b.#GST\xe2\x80\xa6'",Nuetral
2019-04-20 09:05:07,b'#IndiaWantsModiAgain\nBecause the PM made affordable &amp; quality healthcare a reality for 50 crore poor &amp; vulnerable p\xe2\x80\xa6 https://t.co/6IgcKXSjq7',Negative
2019-04-20 09:03:36,b'RT @manaseit: In his massive rally at #Pune for #LokSabhaElections2019 #MNS Chief #RajThackeray slams PM #NarendraModi and the #BJP https:/\xe2\x80\xa6',Nuetral
2019-04-20 09:03:33,b'Vote for #NarendraModi',Nuetral
2019-04-20 09:01:34,"b'RT @umesh_jariwala: After 21 months of gst implementation, the GSTN portal is not working at all on the last day of filling of gstr 3b.#GST\xe2\x80\xa6'",Nuetral
2019-04-20 09:00:00,"b'After 21 months of gst implementation, the GSTN portal is not working at all on the last day of filling of gstr 3b.\xe2\x80\xa6 https://t.co/T6KTzBLRWG'",Nuetral
2019-04-20 08:52:07,b'https://t.co/yvD1Khf7bI\n#YogiAdityanath #NarendraModi #RaviKishan\nModi-Yogi fan following going up each day: Ravi Kishan',Nuetral
2019-04-20 08:51:41,b'RT @Iamanirudhsethi: We are Buying #NarendraModi #AmitabhBachchan signed cheque or Document\nWe are Buying #Historical Newspapers\nV are Buyi\xe2\x80\xa6',Nuetral
2019-04-20 08:50:56,b'RT @iamTapanPandya: @narendramodi Like for #RahulGandhi \xf0\x9f\x92\xab\n\nRT for #NarendraModi \xf0\x9f\x92\xab',Nuetral
2019-04-20 08:48:56,"b""PM #NarendraModi slams #MamataBanerjee for 'not doing enough to uplift poor' https://t.co/Uo783coryP""",Negative
2019-04-20 08:47:52,b'Every Vote Matters !\n\nProve that your fav Leader is better than the rest in this free mobile game\n\nKaun Banega Prad\xe2\x80\xa6 https://t.co/2ZaY7ufPS1',Positive
2019-04-20 08:47:41,b'RT @Rksaini73835166: Progress in #BJP4India . #NarendraModi . So our wish that we want to see this progress in next 5 year. https://t.co/Wp\xe2\x80\xa6',Nuetral
2019-04-20 08:47:38,b'RT @EpmMukesh: My Bharatha matha\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 son is Modiji..!!\nWe will support you\xe2\x9d\xa4\xef\xb8\x8f\nWe Want Namo Again \xe2\x9c\x8c\xef\xb8\x8f\n#Modi #India #NarendraModi https://t.co/6M\xe2\x80\xa6',Nuetral
2019-04-20 08:45:24,b'@narendramodi Like for #RahulGandhi \xf0\x9f\x92\xab\n\nRT for #NarendraModi \xf0\x9f\x92\xab',Nuetral
2019-04-20 08:43:26,"b""Narendra Modi Left Wife Because Her Face Wasn't Good; Congress Zameer's Controversial Statement\n\nVideo Link \xe2\x96\xba\xe2\x80\xa6 https://t.co/EOkMmZreB7""",Positive
2019-04-20 08:43:19,"b'#NaMoNews PM Modi addresses public meeting in Araria, Bihar   https://t.co/ALr1miKdBt  #NaMo #BJP #NarendraModi'",Nuetral
2019-04-20 08:41:56,b'RT @Iamanirudhsethi: We are Buying #NarendraModi #AmitabhBachchan signed cheque or Document\nWe are Buying #Historical Newspapers\nV are Buyi\xe2\x80\xa6',Nuetral
2019-04-20 08:39:28,"b'RT @NH_India: During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmatazz events,\xe2\x80\xa6'",Nuetral
2019-04-20 08:35:17,b'RT @KubrikStanley: 17 years back #GujaratRiot - The Evolution of Indian Hitler #NarendraModi https://t.co/PMGU1VW7r8',Nuetral
2019-04-20 08:33:50,b'RT @kajal_preety: Beautiful sketch of \xf0\x9f\x98\x98 #Chowkidar @narendramodi  \xe2\x9d\xa4\xef\xb8\x8f\n \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\nI hope you like it my Sketch \xe2\x9d\xa4\xef\xb8\x8f\n#NarendraModi https://t.co/e92\xe2\x80\xa6',Positive
2019-04-20 08:31:47,b'RT @maheshkamath37: This was the message from our Chowkidar @narendramodi ji to the people who were sitting on trees to watch their favorit\xe2\x80\xa6',Nuetral
2019-04-20 08:31:09,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-20 08:31:01,b'RT @PradeipRaj: Mr. Prime Minister \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\n#NarendraModi #AmitShah #BJP4India https://t.co/p9qDuVT4iN',Nuetral
2019-04-20 08:30:24,"b""'Reports of polling have put brakes on Speedbreaker Didi': PM Modi in Bengal    #NarendraModi\xe2\x80\xa6 https://t.co/jM8JTYULMj""",Nuetral
2019-04-20 08:29:42,b'Those who feel discomfort chanting Bharat Mata Ki Jai and side with those saying Bharat Tere Tukde Honge can do not\xe2\x80\xa6 https://t.co/H5zraK5X0F',Nuetral
2019-04-20 08:29:25,b'RT @Rksaini73835166: Progress in #BJP4India . #NarendraModi . So our wish that we want to see this progress in next 5 year. https://t.co/Wp\xe2\x80\xa6',Nuetral
2019-04-20 08:29:17,b'RT @keshermech: All the best to ModiJi.. #ChowkidarNarendraModi #rajnathsingh #SushmaSwaraj #BJP4India #Narendramodi #amitshah https://t.co\xe2\x80\xa6',Positive
2019-04-20 08:28:48,b'@scroll_in #NarendraModi repeating #NarendraModi \xf0\x9f\x98\x86\xf0\x9f\x98\x82',Nuetral
2019-04-20 08:27:26,b'RT @PradeipRaj: Mr. Prime Minister \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\n#NarendraModi #AmitShah #BJP4India https://t.co/p9qDuVT4iN',Nuetral
2019-04-20 08:26:59,b'RT @PradeipRaj: Mr. Prime Minister \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\n#NarendraModi #AmitShah #BJP4India https://t.co/p9qDuVT4iN',Nuetral
2019-04-20 08:26:56,b'Lies being spread in Bihar that quotas for economically backward among general category will end reservations altog\xe2\x80\xa6 https://t.co/EWTgdgujVk',Positive
2019-04-20 08:26:37,"b""RT @Rajeevsaxena10: @Mayawati @Mulayamsamajwad Aur Kitne acche din chahiye.. akhair 26 saal ke baad dosti karwa di na.. It's me #NarendraMo\xe2\x80\xa6""",Nuetral
2019-04-20 08:24:49,b'RT @Rksaini73835166: Progress in #BJP4India . #NarendraModi . So our wish that we want to see this progress in next 5 year. https://t.co/Wp\xe2\x80\xa6',Nuetral
2019-04-20 08:24:46,b'RT @PradeipRaj: Mr. Prime Minister \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\n#NarendraModi #AmitShah #BJP4India https://t.co/p9qDuVT4iN',Nuetral
2019-04-20 08:23:28,"b'The oppositions politics of appeasement may snatch away the rights of dalits, tribals and OBCs: PM Modi\xe2\x80\xa6 https://t.co/QwlMNhBMEa'",Nuetral
2019-04-20 08:20:49,b'RT @Iamanirudhsethi: We are Buying #NarendraModi #AmitabhBachchan signed cheque or Document\nWe are Buying #Historical Newspapers\nV are Buyi\xe2\x80\xa6',Nuetral
2019-04-20 08:20:49,b'LS Polls 2019: Priyanka Gandhi Slams PM Modi Addressing Public Rally in Wayanad\n\nVideo Link \xe2\x96\xba\xe2\x80\xa6 https://t.co/unSZcXNPzE',Nuetral
2019-04-20 08:19:17,"b'RT @NH_India: During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmatazz events,\xe2\x80\xa6'",Nuetral
2019-04-20 08:19:00,b'Read #India71 Story | @_India71 | #India | \n\n#BJP will get more seats than in 2014: #NarendraModi\n\nhttps://t.co/F4Nz5oDvAB',Positive
2019-04-20 08:19:00,b'Read #India71 Story | @_India71 | #India | \n\n#BJP will get more seats than in 2014: #NarendraModi\n\nhttps://t.co/Em0srjsfwr',Positive
2019-04-20 08:18:25,b'#chokidar #NarendraModi #Rajasthan #agrigoi #RajGovOfficial #FinMinIndia #arunjaitley #RadhamohanBJP large amount o\xe2\x80\xa6 https://t.co/xcTlYaEcG9',Positive
2019-04-20 08:17:39,"b""RT @journalistHari: Crowds flow to PM #NarendraModi's meeting venue at #THIRUVANANTHAPURAM. Modi to arrive shortly https://t.co/Kzxhswsdat""",Nuetral
2019-04-20 08:15:33,"b'RT @NH_India: During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmatazz events,\xe2\x80\xa6'",Nuetral
2019-04-20 08:15:17,b'RT @Iamanirudhsethi: We are Buying #NarendraModi #AmitabhBachchan signed cheque or Document\nWe are Buying #Historical Newspapers\nV are Buyi\xe2\x80\xa6',Nuetral
2019-04-20 08:14:43,"b'RT @NH_India: During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmatazz events,\xe2\x80\xa6'",Nuetral
2019-04-20 08:14:29,b'@ActorSureshGopi Thank you for such a graceful occasions. \n\nThank you @narendramodi ji for giving #SureshGopi as a\xe2\x80\xa6 https://t.co/RMuA5PNIMk',Nuetral
2019-04-20 08:13:00,b'Read #India71 Story | @_India71 | #India | \n\n#PrimeMinister #NarendraModi said that the response of 26/11 would hav\xe2\x80\xa6 https://t.co/QY5KqAsNek',Nuetral
2019-04-20 08:13:00,b'Read #India71 Story | @_India71 | #India | \n\n#PrimeMinister #NarendraModi said that the response of 26/11 would hav\xe2\x80\xa6 https://t.co/NFEvF7utNB',Nuetral
2019-04-20 08:09:20,b'#NarendraModi #BJP \nA proud youth from Vill. Machhager Bihar self employed using  digital ptfm  and providing servi\xe2\x80\xa6 https://t.co/lBATcZSa39',Positive
2019-04-20 08:09:02,b'RT @_sabanaqvi: In my mind #pragya will be face of #2019LokSabhaElections. Not #NarendraModi.',Nuetral
2019-04-20 08:07:48,b'Income-Tax-raids-are-happening-as-per-the-law-there-is-no-Political-Vendetta....says-PM-Modi\xe2\x80\xa6 https://t.co/u6GNNVpkjQ',Nuetral
2019-04-20 08:05:11,"b""Hours ahead of Prime Minister #NarendraModi's visit to #Bihar to address a public meeting in the Araria parliamenta\xe2\x80\xa6 https://t.co/C0XuLERKtw""",Nuetral
2019-04-20 08:03:50,b'Trends of first two phases of LS polls have dampened the spirits of those seeking proof of air strikes: PM Modi at\xe2\x80\xa6 https://t.co/syZ37Qes0J',Positive
2019-04-20 08:03:00,"b'Read #India71 Story | @_India71 | #India | \n\n#WestBengal situation is just like what #Pandits faced in #Kashmir, sa\xe2\x80\xa6 https://t.co/WRdjchx2Jo'",Nuetral
2019-04-20 08:02:00,"b'Read #India71 Story | @_India71 | #India | \n\n#WestBengal situation is just like what #Pandits faced in #Kashmir, sa\xe2\x80\xa6 https://t.co/nU44SKTvRx'",Nuetral
2019-04-20 08:01:34,b'RT @Iamanirudhsethi: We are Buying #NarendraModi #AmitabhBachchan signed cheque or Document\nWe are Buying #Historical Newspapers\nV are Buyi\xe2\x80\xa6',Nuetral
2019-04-20 07:56:58,b'Bullying-of-TMC-won-t-prevent-a-massive-defeat-for-that-party.-Bengal-is-with-BJP.-Watch-from-Buniadpur-tweeted-PM-\xe2\x80\xa6 https://t.co/iNjBb1DkXj',Nuetral
2019-04-20 07:48:06,"b'Prime Minister #NarendraModi in #WestBengal\'s #Buniadpur says, ""Bullying of #TMC won\'t prevent a massive defeat for\xe2\x80\xa6 https://t.co/RYo1J0G9ts'",Nuetral
2019-04-20 07:48:06,b'RT @NakraniKiran: My Vote My Right Only For #bjp4india and #NarendraModi https://t.co/gaXPMVEEIS',Positive
2019-04-20 07:47:47,b'RT @twit_sandip: Rs 4300 crore for 2 lakh more seats for EWS quota..good move by #NarendraModi #BJP4India  https://t.co/cgJ0L2Uiea',Positive
2019-04-20 07:47:17,b'@UmarKhalidJNU Don\xe2\x80\x99t worry thumara #TukdeTukdeGang batch ko bhi khatam karthe. Mera PM #NarendraModi bhai..he is tr\xe2\x80\xa6 https://t.co/ho3EZGDYE2',Nuetral
2019-04-20 07:45:10,"b'Prime Minister #NarendraModi in #WestBengal\'s #Buniadpur says, ""Bullying of #TMC won\'t prevent a massive defeat for\xe2\x80\xa6 https://t.co/AvIZmZ8j15'",Nuetral
2019-04-20 07:45:03,b'RT @PradeipRaj: Mr. Prime Minister \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e\n#NarendraModi #AmitShah #BJP4India https://t.co/p9qDuVT4iN',Nuetral
2019-04-20 07:43:06,"b""Prime Minister #NarendraModi will hold a #RoadShow on April 23 in #Ranchi and an #Election rally in #Jharkhand's Lo\xe2\x80\xa6 https://t.co/9zcAd1p0NB""",Nuetral
2019-04-20 07:41:33,"b""Prime Minister #NarendraModi will hold a #RoadShow on April 23 in #Ranchi and an #Election rally in #Jharkhand's Lo\xe2\x80\xa6 https://t.co/dPD3aShNfh""",Nuetral
2019-04-20 07:39:10,"b'Friends after the meeting of the friends of India, the Congress party ruled. We had given Modi a couple of years in\xe2\x80\xa6 https://t.co/FCtFSKjlS5'",Nuetral
2019-04-20 07:37:46,b'Today is last date and GST site  shows its true colour.\n#GSTPortal #NarendraModi https://t.co/zIgOcXwFd5',Positive
2019-04-20 07:36:41,b'PM #NarendraModi on April 20 asked CM #MamataBanerjee to stop asking for evidence of the #BalakotAirStrike by the I\xe2\x80\xa6 https://t.co/n2fr4k5KCL',Nuetral
2019-04-20 07:36:34,b'RT @twit_sandip: Rs 4300 crore for 2 lakh more seats for EWS quota..good move by #NarendraModi #BJP4India  https://t.co/cgJ0L2Uiea',Positive
2019-04-20 07:36:03,b'We want modi again.\nWe want a strong PM like narendra modi.\n#EveryVoteForModi\n#Vote4BJP \n#NarendraModi\xe2\x80\xa6 https://t.co/gHdafcwPmg',Positive
2019-04-20 07:35:16,b'RT @Rksaini73835166: Progress in #BJP4India . #NarendraModi . So our wish that we want to see this progress in next 5 year. https://t.co/Wp\xe2\x80\xa6',Nuetral
2019-04-20 07:34:35,"b""Sad that India's PM disagrees that #terrorism has no religion. A sign of a things to come. #NarendraModi\xe2\x80\xa6 https://t.co/b0GdtdG5BR""",Negative
2019-04-20 07:32:35,b'He-can-speak-but-misusing-his-office-is-wrong.............Kumaraswamy-slams-PM-Mod\nhttps://t.co/064kRlKOXT\xe2\x80\xa6 https://t.co/UDjmoVH2cm',Nuetral
2019-04-20 07:31:46,b'RT @RudraWith: Who is richest no.1 #YouTube #channels\n@CarryMinati @ashchanchlani @AmitbhadanaArmy @BBKiVinesFC #4G\n#YoungLeadersSummit2k19\xe2\x80\xa6',Nuetral
2019-04-20 07:31:17,"b""#NarendraModi Dear MODI JI, It's sure that you will be declared next PM Of India on 23 may. I saw the love and Affe\xe2\x80\xa6 https://t.co/EzMRGWDWr6""",Positive
2019-04-20 07:30:54,b'RT @Saurav_sun12: Heights of creativity #NarendraModi https://t.co/H2MwEa856M',Nuetral
2019-04-20 07:30:06,"b'RT @airnewsalerts: Prime Minister #NarendraModi says, Goods and Services Tax has brought transparency in the business system of the country.'",Nuetral
2019-04-20 07:28:25,"b'#NaMoNews PM Modi addresses public meeting in Buniadpur, West Bengal   https://t.co/vt8n5iLR3L  #NaMo #BJP #NarendraModi'",Nuetral
2019-04-20 07:24:55,b'Prime Minister #NarendraModi on April 20 averred that stringent punishment will be meted out to those who were\xe2\x80\xa6 https://t.co/1EWIhqigGk',Nuetral
2019-04-20 07:22:23,b'Prime Minister #NarendraModi on April 20 averred that stringent punishment will be meted out to those who were\xe2\x80\xa6 https://t.co/kmOv7IcMYY',Nuetral
