created_at,tweet_txt,sentiment_analysis
2019-04-20 20:02:31,b'@INCIndia This Video #BhaktCharitra  shows the #HINDUPHOBIC #\xe0\xa4\x9a\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0 of #congress party !!\xf0\x9f\x96\x90\xef\xb8\x8f\xf0\x9f\x98\x88\n\n\xe0\xa4\xb2\xe0\xa4\x97\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88 #RahulGandhi\xe2\x80\xa6 https://t.co/ZEeMm1Kq4Z',Nuetral
2019-04-20 19:59:49,"b'What if I am Italian, I have by birth right to rule Indian people because I have dynasty rule in India. Many Indian\xe2\x80\xa6 https://t.co/DeLmw1ujrC'",Positive
2019-04-20 19:57:20,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:55:32,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:53:13,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:49:08,b'The opposition has been against this web series and the movie for quite a long time.\nWho has stopped you to make a\xe2\x80\xa6 https://t.co/LkhfA0IaLY',Negative
2019-04-20 19:48:20,"b""#BJP raises questions about #RahulGandhi's citizenship\nFor More : https://t.co/933nA8pCix\nhttps://t.co/g4PGISBg4a""",Positive
2019-04-20 19:48:04,b'RT @IamReshmaKhan: These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEducation: Fake\xe2\x80\xa6',Negative
2019-04-20 19:46:11,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 19:44:25,b'RT @indiaonlinepoll: The MAHABHARAT of India. MODI vs RAHUL Who is going to make it in FINALS? Should MODI be given a chance for the 2nd ti\xe2\x80\xa6',Nuetral
2019-04-20 19:41:29,b'RT @SandipGhose: @harishbpuri @rvasisht @_NAN_DINI @Mohansinha General view is #RahulGandhi and his advisors have lost it - realising Congr\xe2\x80\xa6',Positive
2019-04-20 19:40:20,"b'#RaulVinci ya #RahulGandhi?\n\nItalian, British ya Indian citizen?\n\n2004 Non graduate vs 2019 Graduate?\xe2\x80\xa6 https://t.co/30M2oou9Fh'",Nuetral
2019-04-20 19:39:39,b'A person victimized by intentional citizenship controversy is yet more trustworthy than one suffering from identity\xe2\x80\xa6 https://t.co/UlZfsNmJVV',Positive
2019-04-20 19:37:40,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:35:48,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:35:14,b'RT @indiaonlinepoll: The MAHABHARAT of India. MODI vs RAHUL Who is going to make it in FINALS? Should MODI be given a chance for the 2nd ti\xe2\x80\xa6',Nuetral
2019-04-20 19:34:57,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:33:42,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:32:20,b'@Swamy39 @BT_India We #Indians were fooled here again. #RahulGandhi is his #NickName \n#RaulVinci',Nuetral
2019-04-20 19:32:07,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 19:32:05,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:30:07,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:29:43,b'@ReallySwara What about #RahulGandhi.   Educational qualification and citizenship ?????',Positive
2019-04-20 19:29:40,"b'RT @Suumandey: #BuddhuExposed \n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; Educational Qualification..\n\nReturning Offic\xe2\x80\xa6'",Positive
2019-04-20 19:29:03,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:28:57,b'#RahulGandhi (#rahulvinci) #SadhviPragya \nWhat\xe2\x80\x99s ur choice ? https://t.co/brvlUFGU4D',Nuetral
2019-04-20 19:28:27,b'#RahulCitizenshipControversy\nIf this is true .... #RahulGandhi \nCandidature will get cancel \nAccording to indian la\xe2\x80\xa6 https://t.co/7Se3uOpYBY',Positive
2019-04-20 19:28:13,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:28:09,"b'RT @Suumandey: #RahulCitizenshipControversy\n\nBuddhu Exposed\n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; educational qua\xe2\x80\xa6'",Positive
2019-04-20 19:23:19,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:21:28,"b'RT @NH_India: Contrary to what Left believes, many think that Congress president #RahulGandhi contesting from #Wayanad will work as neutral\xe2\x80\xa6'",Positive
2019-04-20 19:21:12,"b'RT @Suumandey: #BuddhuExposed \n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; Educational Qualification..\n\nReturning Offic\xe2\x80\xa6'",Positive
2019-04-20 19:20:19,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:19:07,b'RT @AnshumanKRajan: @BJP4India @GVLNRAO Action should have been taken long ago! But Alas! And now he is roaming on Indian streets giving mi\xe2\x80\xa6',Negative
2019-04-20 19:18:39,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:18:21,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:17:55,b'RT @WeForNews: People have made their mind to change chowkidar: Rahul\n\n#RahulGandhi #India #Politics #Bihar #Congress \n\nhttps://t.co/yT61W3\xe2\x80\xa6',Nuetral
2019-04-20 19:17:48,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:17:47,b'@rahulgandhi2020 @INCKarnataka @INCIndia @siddaramaiah  Congratulations for ur choice of leadership  #RahulGandhi\xe2\x80\xa6 https://t.co/J6LZbUhp5z',Nuetral
2019-04-20 19:16:55,"b'RT @Suumandey: #RahulCitizenshipControversy\n\nBuddhu Exposed\n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; educational qua\xe2\x80\xa6'",Positive
2019-04-20 19:15:30,b'RT @Gitanjali_DS: @republic #RahulCitizenshipControversy; his lawyer cud not give clarifications 2 d #Amethi #ReturningOfficer! Is he #Rahu\xe2\x80\xa6',Nuetral
2019-04-20 19:15:26,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:15:06,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:14:59,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:14:30,b'Freewelfare is ready to PAY any amount if SOMEONE ON THIS EARTH MAKES DELHI A STATE.\nDELHI VOTERS: THIS IS NOT POSS\xe2\x80\xa6 https://t.co/3PE2WWrTpq',Positive
2019-04-20 19:13:57,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:13:50,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:13:29,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:12:02,b'RT @rgsingh09: #RahulGandhi whom you are fooling. It is not 1970s. that you fool indian. It is new INDIA. Yeh ghar mai bhi ghusega aur mare\xe2\x80\xa6',Positive
2019-04-20 19:11:55,"b'RT @RGlekhak: The Rahul Gandhi todays ""Youngster""\nWho has been teenager before 3  decades...\n@rjraunac Fun tantra is lit\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#funny #Politi\xe2\x80\xa6'",Positive
2019-04-20 19:11:30,b'With #RahulCitizenshipControversy one thing is clear that #RaulVinci which is another name of #RahulGandhi is paid\xe2\x80\xa6 https://t.co/QvOdNaYfvh',Positive
2019-04-20 19:11:10,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 19:11:08,"b'The Rahul Gandhi todays ""Youngster""\nWho has been teenager before 3  decades...\n@rjraunac Fun tantra is lit\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xe2\x80\xa6 https://t.co/PewHEeWOu2'",Positive
2019-04-20 19:10:47,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:09:41,b'@JhaSanjay None of these two can get close to #RahulGandhi in the criteria of lying.',Nuetral
2019-04-20 19:08:53,b'RT @freewelfare1: DELHI FAKE NEWS: Every third billboard in Delhi has Picture of Mr. Arvind Kejriwal and a message that he will make DELHI\xe2\x80\xa6',Negative
2019-04-20 19:08:47,b'RT @AnshumanKRajan: @BJP4India @GVLNRAO Action should have been taken long ago! But Alas! And now he is roaming on Indian streets giving mi\xe2\x80\xa6',Negative
2019-04-20 19:08:40,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:08:30,b'@BJP4India @GVLNRAO Action should have been taken long ago! But Alas! And now he is roaming on Indian streets givin\xe2\x80\xa6 https://t.co/OLeeNtCuRM',Negative
2019-04-20 19:08:14,"b'RT @Suumandey: #RahulCitizenshipControversy\n\nBuddhu Exposed\n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; educational qua\xe2\x80\xa6'",Positive
2019-04-20 19:08:11,b'DELHI FAKE NEWS: Every third billboard in Delhi has Picture of Mr. Arvind Kejriwal and a message that he will make\xe2\x80\xa6 https://t.co/4EiIUlNECk',Negative
2019-04-20 19:07:17,b'RT @SandipGhose: The best part of both #RahulGandhi and #PriyankaGandhi campaigning in tandem is - if even that doesn\xe2\x80\x99t boost Congress\xe2\x80\x99 tal\xe2\x80\xa6',Positive
2019-04-20 19:06:52,"b'@ndtvfeed @ndtv #RahulGandhi plans to confiscate the wealth of industrialists , if elected. What does @INCIndia categorize that as?'",Nuetral
2019-04-20 19:05:56,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 19:03:26,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 19:02:17,b'Only person who can defeat #RahulGandhi https://t.co/jDHnr3wYiE',Nuetral
2019-04-20 19:01:49,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:00:33,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 19:00:32,b'RT @SandipGhose: The best part of both #RahulGandhi and #PriyankaGandhi campaigning in tandem is - if even that doesn\xe2\x80\x99t boost Congress\xe2\x80\x99 tal\xe2\x80\xa6',Positive
2019-04-20 18:59:49,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:59:29,b'The best part of both #RahulGandhi and #PriyankaGandhi campaigning in tandem is - if even that doesn\xe2\x80\x99t boost Congre\xe2\x80\xa6 https://t.co/9YeWeE3D0r',Positive
2019-04-20 18:59:18,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:59:14,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:59:08,b'@Aabhas24 @nramind @TimesNow @SunilAmbekarM @amritabhinder @pradip103 @anujdhar @davidfrawleyved @BJP4India\xe2\x80\xa6 https://t.co/cwEAwQ9Leh',Nuetral
2019-04-20 18:58:41,"b'RT @Suumandey: #RahulCitizenshipControversy\n\nBuddhu Exposed\n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; educational qua\xe2\x80\xa6'",Positive
2019-04-20 18:55:10,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:53:33,b'@harishbpuri @rvasisht @_NAN_DINI @Mohansinha General view is #RahulGandhi and his advisors have lost it - realisin\xe2\x80\xa6 https://t.co/DdAwvT02U8',Positive
2019-04-20 18:52:27,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:50:07,"b""#BJP raises questions about #RahulGandhi's citizenship \nFor More : https://t.co/933nA8pCix https://t.co/JtawBgzhov""",Positive
2019-04-20 18:49:05,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:49:03,b'RT @IamReshmaKhan: These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEducation: Fake\xe2\x80\xa6',Negative
2019-04-20 18:48:36,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:47:02,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 18:44:53,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:43:55,"b'RT @ricky_rockess: The nation wants to know,\n Dear Raul Vinci \n#RahulGandhi #RahulCitizenshipControversy #IndiaWantsModiAgain #AayegaToModi\xe2\x80\xa6'",Positive
2019-04-20 18:42:02,"b""RT @ToTheePoint: #RaulVinci ya #RahulGandhi ya #Pappu ya Buddhu....No matter what name you use, you'll still be a fraud, a criminal lying a\xe2\x80\xa6""",Negative
2019-04-20 18:41:49,b'#KERALA - #WAYANAD LS CONSTITUENCY\n\nTHE BATTLE IN WAYANAD HAS INTENSIFIED WITH RAHUL GANDHI DECIDING TO CONTEST FRO\xe2\x80\xa6 https://t.co/N3YBy2BnHh',Nuetral
2019-04-20 18:41:47,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 18:38:27,b'#SC issues notice to #RahulGandhi on #Rafale. #CJI accused of sexual harassment. #Congress ecosystem in action.',Positive
2019-04-20 18:38:17,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:38:07,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:37:43,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 18:37:38,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:37:24,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:36:34,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:34:16,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:33:19,"b'RT @the_hindu: Congress president Rahul Gandhi says his party, upon coming to power, would forcibly take money from the pockets of big busi\xe2\x80\xa6'",Positive
2019-04-20 18:32:21,"b'RT @drartimehta: kaise hoga NYAY when in a country, people with two kids pay income tax and those with ten enjoy subsidies?\n\nIs #RahulGandh\xe2\x80\xa6'",Positive
2019-04-20 18:31:55,"b'RT @kailashwg: @kapoorashok25 @NaharAshok @Republic_Bharat Italian Mafia Mata gang may claim, that there was severe threat to #RahulGandhi\xe2\x80\xa6'",Nuetral
2019-04-20 18:30:51,"b'RT @Suumandey: #BuddhuExposed \n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; Educational Qualification..\n\nReturning Offic\xe2\x80\xa6'",Positive
2019-04-20 18:30:02,b'@spectatorindex @RahulGandhi now take this...#RahulGandhi #JanaNayakanRahulGandhi #BiharMangeModiDobara\xe2\x80\xa6 https://t.co/UcoTTGsgzM',Nuetral
2019-04-20 18:29:53,"b'The nation wants to know,\n Dear Raul Vinci \n#RahulGandhi #RahulCitizenshipControversy #IndiaWantsModiAgain\xe2\x80\xa6 https://t.co/Itnyz3nUPG'",Positive
2019-04-20 18:28:40,"b'kaise hoga NYAY when in a country, people with two kids pay income tax and those with ten enjoy subsidies?\n\nIs\xe2\x80\xa6 https://t.co/KfgQPShkAb'",Positive
2019-04-20 18:27:51,b'#RahulGandhi aka #raulvinci matter hearing on 22 April 19 @10.30am.\n#RahulCitizenshipControversy has just picked up\xe2\x80\xa6 https://t.co/Qk9zCeJy6q',Nuetral
2019-04-20 18:27:31,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:27:23,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 18:26:42,b'Nitin Gadkari slams Congress for \xe2\x80\x98lack of development\xe2\x80\x99 in the country\n@nitin_gadkari #Congress #development #BJP\xe2\x80\xa6 https://t.co/k66pcQHLpR',Nuetral
2019-04-20 18:26:18,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:26:02,"b'BJP demands Rahul\xe2\x80\x99s clarification on his education, citizenship\n#BJP #Rahulgandhi #clarification #education\xe2\x80\xa6 https://t.co/6wZsE8Azw4'",Nuetral
2019-04-20 18:25:21,"b'Priyanka soft on Left, blasts BJP in Wayanad campaign \n#PriyankaGandhi #BJP #Wayanad #campaign #Congress\xe2\x80\xa6 https://t.co/YIy1btsxCI'",Positive
2019-04-20 18:24:44,b'RT @rgsingh09: #RahulGandhi whom you are fooling. It is not 1970s. that you fool indian. It is new INDIA. Yeh ghar mai bhi ghusega aur mare\xe2\x80\xa6',Positive
2019-04-20 18:24:43,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:24:13,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:23:41,b'RT @MadhuMishra_: @narendramodi These 2 documents says\n@RahulGandhi is a Fraud.\n\n#RahulGandhi\nName: Fake \nCaste: Fake \nReligion: Fake \nEduc\xe2\x80\xa6',Negative
2019-04-20 18:22:34,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:22:04,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:21:44,"b""RT @DeeptiSachdeva_: Is he #RahulGandhi or #RaulVinci?\n\nIs he an INDIAN citizen or BRITISH?\n\nHas he lied in his #Amethi affidavit as it's b\xe2\x80\xa6""",Nuetral
2019-04-20 18:21:00,"b'@_pallavighosh @priyankac19 She is free to campaign for anyone, am sure it must be paining in ur.... Seeing\xe2\x80\xa6 https://t.co/QkUGyxWewy'",Positive
2019-04-20 18:19:07,b'Verbal spat between political parties to escalate in UP \n#Verbalspat #political #parties #UP #SP #BSP #RahulGandhi\xe2\x80\xa6 https://t.co/ahNa2U5hGm',Nuetral
2019-04-20 18:18:55,b'See the SMS campaign of #INC and #RahulGandhi.....they are giving something that we already have. Boy I would like\xe2\x80\xa6 https://t.co/dS2lXqF41O',Nuetral
2019-04-20 18:18:38,b'#raulvinci OR #RahulGandhi \n\n    OR  #RahulCitizenshipControversy \xf0\x9f\x98\x86\xf0\x9f\x98\x86',Nuetral
2019-04-20 18:18:34,b'@OpIndia_com #IndiaWantsModiAgain \n#LokSabhaElections2019 \n#RahulCitizenshipControversy \n\n#RahulGandhi  is born con\xe2\x80\xa6 https://t.co/vBIrDDL2VA',Nuetral
2019-04-20 18:18:18,b'Congress leader Mallikarjun Kharge facing acid test in Kalaburgi LS seat \n#Congress #MallikarjunKharge #Kalaburgi\xe2\x80\xa6 https://t.co/3Lx21XjZi7',Nuetral
2019-04-20 18:16:36,"b'RT @SandeepBhartiye: WATCH LIVE: \nCongress President #RahulGandhi addresses public meeting in Bhilai, Chhattisgarh. #CGbadlaDeshBadlo  http\xe2\x80\xa6'",Positive
2019-04-20 18:16:29,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:15:11,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:13:11,"b'RT @venkymadurai: @MaheshJoshi_MJ @Swamy39 @pGurus1 https://t.co/ZyzzghFJ0H\n\nIf what Anantkumar Hegde says above is true, it makes perfect\xe2\x80\xa6'",Positive
2019-04-20 18:12:51,"b'RT @Suumandey: #RahulCitizenshipControversy\n\nBuddhu Exposed\n\n""Raul Vinci"" is a Liar, question over his Indian Citizenship &amp; educational qua\xe2\x80\xa6'",Positive
2019-04-20 18:12:16,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
2019-04-20 18:12:04,b'RT @chitraSD: #Amethi. Returning officer postpones scrutiny of #RahulGandhi\xe2\x80\x99s  nomination papers till Monday. #Cambridge analysis and your\xe2\x80\xa6',Nuetral
